route_name,http_methods,domain,has_test,test_file
openai-platforma-compliance,GET,openai-platforma-compliance,yes,openai-platforma-compliance-route.test.ts
openai-platforma-compliance-centar,GET,openai-platforma-compliance-centar,yes,openai-platforma-compliance-centar-route.test.ts
openai-platforma-compliance-regulatory,GET,openai-platforma-compliance-regulatory,yes,openai-platforma-compliance-regulatory-route.test.ts
openai-platforma-config-server,GET,openai-platforma-config-server,yes,openai-platforma-config-server-route.test.ts
openai-platforma-cost-management,GET,openai-platforma-cost-management,yes,openai-platforma-cost-management-route.test.ts
openai-platforma-data-pipeline,GET,openai-platforma-data-pipeline,yes,openai-platforma-data-pipeline-route.test.ts
openai-platforma-dependency-menadzer,GET,openai-platforma-dependency-menadzer,yes,openai-platforma-dependency-menadzer-route.test.ts
openai-platforma-deployment-menadzer,GET,openai-platforma-deployment-menadzer,yes,openai-platforma-deployment-menadzer-route.test.ts
openai-platforma-disaster-recovery,GET,openai-platforma-disaster-recovery,yes,openai-platforma-disaster-recovery-route.test.ts
openai-platforma-dns-resolver,GET,openai-platforma-dns-resolver,yes,openai-platforma-dns-resolver-route.test.ts
openai-platforma-dokumentacija,GET,openai-platforma-dokumentacija,yes,openai-platforma-dokumentacija-route.test.ts
openai-platforma-enkriptovanje,GET,openai-platforma-enkriptovanje,yes,openai-platforma-enkriptovanje-route.test.ts
openai-platforma-event-bus,GET,openai-platforma-event-bus,yes,openai-platforma-event-bus-route.test.ts
openai-platforma-evolucija,GET,openai-platforma-evolucija,yes,openai-platforma-evolucija-route.test.ts
openai-platforma-feature-flag,GET,openai-platforma-feature-flag,yes,openai-platforma-feature-flag-route.test.ts
openai-platforma-feature-flags,GET,openai-platforma-feature-flags,yes,openai-platforma-feature-flags-route.test.ts
openai-platforma-governance,GET,openai-platforma-governance,yes,openai-platforma-governance-route.test.ts
openai-platforma-incident-menadzer,GET,openai-platforma-incident-menadzer,yes,openai-platforma-incident-menadzer-route.test.ts
openai-platforma-incident-response,GET,openai-platforma-incident-response,yes,openai-platforma-incident-response-route.test.ts
openai-platforma-integracija,GET,openai-platforma-integracija,yes,openai-platforma-integracija-route.test.ts
openai-platforma-kapacitet-menadzer,GET,openai-platforma-kapacitet-menadzer,yes,openai-platforma-kapacitet-menadzer-route.test.ts
openai-platforma-kapacitet-planer,GET,openai-platforma-kapacitet-planer,yes,openai-platforma-kapacitet-planer-route.test.ts
openai-platforma-kapacitet-planiranje,GET,openai-platforma-kapacitet-planiranje,yes,openai-platforma-kapacitet-planiranje-route.test.ts
openai-platforma-kesiranje,GET,openai-platforma-kesiranje,yes,openai-platforma-kesiranje-route.test.ts
openai-platforma-konfiguracija,GET,openai-platforma-konfiguracija,yes,openai-platforma-konfiguracija-route.test.ts
openai-platforma-kvota-menadzer,GET,openai-platforma-kvota-menadzer,yes,openai-platforma-kvota-menadzer-route.test.ts
openai-platforma-load-balancer,GET,openai-platforma-load-balancer,yes,openai-platforma-load-balancer-route.test.ts
openai-platforma-log-agregator,GET,openai-platforma-log-agregator,yes,openai-platforma-log-agregator-route.test.ts
openai-platforma-logovanje,GET,openai-platforma-logovanje,yes,openai-platforma-logovanje-route.test.ts
openai-platforma-migracija,GET,openai-platforma-migracija,yes,openai-platforma-migracija-route.test.ts
openai-platforma-migracije,GET,openai-platforma-migracije,yes,openai-platforma-migracije-route.test.ts
openai-platforma-model-registry,GET,openai-platforma-model-registry,yes,openai-platforma-model-registry-route.test.ts
openai-platforma-monitoring,GET,openai-platforma-monitoring,yes,openai-platforma-monitoring-route.test.ts
openai-platforma-monitoring-hub,GET,openai-platforma-monitoring-hub,yes,openai-platforma-monitoring-hub-route.test.ts
openai-platforma-notifikacije,GET,openai-platforma-notifikacije,yes,openai-platforma-notifikacije-route.test.ts
openai-platforma-observabilnost,GET,openai-platforma-observabilnost,yes,openai-platforma-observabilnost-route.test.ts
openai-platforma-optimizacija,GET,openai-platforma-optimizacija,yes,openai-platforma-optimizacija-route.test.ts
openai-platforma-orkestracija,GET,openai-platforma-orkestracija,yes,openai-platforma-orkestracija-route.test.ts
openai-platforma-performans-profiler,GET,openai-platforma-performans-profiler,yes,openai-platforma-performans-profiler-route.test.ts
openai-platforma-queue-menadzer,GET,openai-platforma-queue-menadzer,yes,openai-platforma-queue-menadzer-route.test.ts
openai-platforma-rate-limiter,GET,openai-platforma-rate-limiter,yes,openai-platforma-rate-limiter-route.test.ts
openai-platforma-release-menadzer,GET,openai-platforma-release-menadzer,yes,openai-platforma-release-menadzer-route.test.ts
openai-platforma-replikacija,GET,openai-platforma-replikacija,yes,openai-platforma-replikacija-route.test.ts
openai-platforma-scheduler-sistem,GET,openai-platforma-scheduler-sistem,yes,openai-platforma-scheduler-sistem-route.test.ts
openai-platforma-search-engine,GET,openai-platforma-search-engine,yes,openai-platforma-search-engine-route.test.ts
openai-platforma-secret-menadzer,GET,openai-platforma-secret-menadzer,yes,openai-platforma-secret-menadzer-route.test.ts
openai-platforma-service-mesh,GET,openai-platforma-service-mesh,yes,openai-platforma-service-mesh-route.test.ts
openai-platforma-sesija-menadzer,GET,openai-platforma-sesija-menadzer,yes,openai-platforma-sesija-menadzer-route.test.ts
openai-platforma-skalabilnost,GET,openai-platforma-skalabilnost,yes,openai-platforma-skalabilnost-route.test.ts
openai-platforma-skaliranje,GET,openai-platforma-skaliranje,yes,openai-platforma-skaliranje-route.test.ts
openai-platforma-ssl-menadzer,GET,openai-platforma-ssl-menadzer,yes,openai-platforma-ssl-menadzer-route.test.ts
openai-platforma-status,GET,openai-platforma-status,yes,openai-platforma-status-route.test.ts
openai-platforma-storage-engine,GET,openai-platforma-storage-engine,yes,openai-platforma-storage-engine-route.test.ts
openai-platforma-telemetrija,GET,openai-platforma-telemetrija,yes,openai-platforma-telemetrija-route.test.ts
openai-platforma-testiranje,GET,openai-platforma-testiranje,yes,openai-platforma-testiranje-route.test.ts
openai-platforma-verzionisanje,GET,openai-platforma-verzionisanje,yes,openai-platforma-verzionisanje-route.test.ts
openai-platforma-webhook-sistem,GET,openai-platforma-webhook-sistem,yes,openai-platforma-webhook-sistem-route.test.ts
openai-platforma-workflow-engine,GET,openai-platforma-workflow-engine,yes,openai-platforma-workflow-engine-route.test.ts
openai-platforma-zdravlje-provera,GET,openai-platforma-zdravlje-provera,yes,openai-platforma-zdravlje-provera-route.test.ts
organizacije,GET,organizacije,yes,organizacije-route.test.ts
owner-account-bank,GET,owner-account-bank,yes,owner-account-bank-route.test.ts
owner-identity,GET,owner-identity,yes,owner-identity-route.test.ts
owner-phone-auth/request-otp,GET|POST,owner-phone-auth,yes,owner-phone-auth-request-otp-route.test.ts
owner-phone-auth/verify-otp,GET|POST,owner-phone-auth,yes,owner-phone-auth-verify-otp-route.test.ts
paypal/checkout,POST,paypal,yes,paypal-checkout-route.test.ts
paypal/portal,POST,paypal,yes,paypal-portal-route.test.ts
paypal/webhook,POST,paypal,yes,paypal-webhook-route.test.ts
perkolizonik,GET,perkolizonik,yes,perkolizonik-route.test.ts
platforma-arhitektura,GET,platforma-arhitektura,yes,platforma-arhitektura-route.test.ts
platforma-autonomija,GET,platforma-autonomija,yes,platforma-autonomija-route.test.ts
platforma-biofotonski-analizator,GET,platforma-biofotonski-analizator,yes,platforma-biofotonski-analizator-route.test.ts
platforma-dimenzionalni-indeks,GET,platforma-dimenzionalni-indeks,yes,platforma-dimenzionalni-indeks-route.test.ts
platforma-energetski-pregled,GET,platforma-energetski-pregled,yes,platforma-energetski-pregled-route.test.ts
platforma-entropijski-stabilizator,GET,platforma-entropijski-stabilizator,yes,platforma-entropijski-stabilizator-route.test.ts
platforma-fotonski-defragmentator,GET,platforma-fotonski-defragmentator,yes,platforma-fotonski-defragmentator-route.test.ts
platforma-fotonski-multipleksor,GET,platforma-fotonski-multipleksor,yes,platforma-fotonski-multipleksor-route.test.ts
platforma-gravitacioni-balanser,GET,platforma-gravitacioni-balanser,yes,platforma-gravitacioni-balanser-route.test.ts
platforma-gravitonski-akselerator,GET,platforma-gravitonski-akselerator,yes,platforma-gravitonski-akselerator-route.test.ts
platforma-gravitonski-deflektor,GET,platforma-gravitonski-deflektor,yes,platforma-gravitonski-deflektor-route.test.ts
platforma-gravitonski-sintetizator,GET,platforma-gravitonski-sintetizator,yes,platforma-gravitonski-sintetizator-route.test.ts
platforma-harmonija-pregled,GET,platforma-harmonija-pregled,yes,platforma-harmonija-pregled-route.test.ts
platforma-hiperbolni-resonator,GET,platforma-hiperbolni-resonator,yes,platforma-hiperbolni-resonator-route.test.ts
platforma-hiperfotonski-procesor,GET,platforma-hiperfotonski-procesor,yes,platforma-hiperfotonski-procesor-route.test.ts
platforma-holo-projektor,GET,platforma-holo-projektor,yes,platforma-holo-projektor-route.test.ts
platforma-holografski-emiter,GET,platforma-holografski-emiter,yes,platforma-holografski-emiter-route.test.ts
platforma-indeks,GET,platforma-indeks,yes,platforma-indeks-route.test.ts
platforma-kriogeni-stabilizator,GET,platforma-kriogeni-stabilizator,yes,platforma-kriogeni-stabilizator-route.test.ts
platforma-kvantni-enkriptor,GET,platforma-kvantni-enkriptor,yes,platforma-kvantni-enkriptor-route.test.ts
platforma-kvantni-sinhronizator,GET,platforma-kvantni-sinhronizator,yes,platforma-kvantni-sinhronizator-route.test.ts
platforma-kvarkovni-harmonizator,GET,platforma-kvarkovni-harmonizator,yes,platforma-kvarkovni-harmonizator-route.test.ts
platforma-kvarkovski-akcelerator,GET,platforma-kvarkovski-akcelerator,yes,platforma-kvarkovski-akcelerator-route.test.ts
platforma-nanofotonski-procesor,GET,platforma-nanofotonski-procesor,yes,platforma-nanofotonski-procesor-route.test.ts
platforma-nebulosni-generator,GET,platforma-nebulosni-generator,yes,platforma-nebulosni-generator-route.test.ts
platforma-neuronski-akcelerator,GET,platforma-neuronski-akcelerator,yes,platforma-neuronski-akcelerator-route.test.ts
platforma-neutrinski-detektor,GET,platforma-neutrinski-detektor,yes,platforma-neutrinski-detektor-route.test.ts
platforma-neutrinski-oscilator,GET,platforma-neutrinski-oscilator,yes,platforma-neutrinski-oscilator-route.test.ts
platforma-neutronski-akselerator,GET,platforma-neutronski-akselerator,yes,platforma-neutronski-akselerator-route.test.ts
platforma-neutronski-modulator,GET,platforma-neutronski-modulator,yes,platforma-neutronski-modulator-route.test.ts
platforma-performanse,GET,platforma-performanse,yes,platforma-performanse-route.test.ts
platforma-replikacija,GET,platforma-replikacija,yes,platforma-replikacija-route.test.ts
platforme,GET,platforme,yes,platforme-route.test.ts
platforme-pregled,GET,platforme-pregled,yes,platforme-pregled-route.test.ts
platforme-status,GET,platforme-status,yes,platforme-status-route.test.ts
poslovni-tok,GET,poslovni-tok,yes,poslovni-tok-route.test.ts
potencijal-svega-ovoga-do-sada,GET,potencijal-svega-ovoga-do-sada,yes,potencijal-svega-ovoga-do-sada-route.test.ts
procesuiranje-svega,GET,procesuiranje-svega,yes,procesuiranje-svega-route.test.ts
profesionalni-login-mejl-verifikacija,GET,profesionalni-login-mejl-verifikacija,yes,profesionalni-login-mejl-verifikacija-route.test.ts
profesionalni-login-paypal,GET|POST,profesionalni-login-paypal,yes,profesionalni-login-paypal-route.test.ts
profesionalni-login-platni-pregled,GET,profesionalni-login-platni-pregled,yes,profesionalni-login-platni-pregled-route.test.ts
profesionalni-login-stripe,GET|POST,profesionalni-login-stripe,yes,profesionalni-login-stripe-route.test.ts
profesionalni-mejl-banka-integracija,GET,profesionalni-mejl-banka-integracija,yes,profesionalni-mejl-banka-integracija-route.test.ts
profesionalni-mejl-dijagnostika,GET,profesionalni-mejl-dijagnostika,yes,profesionalni-mejl-dijagnostika-route.test.ts
proizvodi,GET,proizvodi,yes,proizvodi-route.test.ts
proksi,GET,proksi,yes,proksi-route.test.ts
proksi-github-deploy,GET,proksi-github-deploy,yes,proksi-github-deploy-route.test.ts
proksi-kapacitet,GET,proksi-kapacitet,yes,proksi-kapacitet-route.test.ts
proksi-pregled,GET,proksi-pregled,yes,proksi-pregled-route.test.ts
proksi-status,GET,proksi-status,yes,proksi-status-route.test.ts
prompt,GET,prompt,yes,prompt-route.test.ts
prompt-pregled,GET,prompt-pregled,yes,prompt-pregled-route.test.ts
prompt-status,GET,prompt-status,yes,prompt-status-route.test.ts
protokoli,GET,protokoli,yes,protokoli-route.test.ts
protokoli/[id],GET,protokoli,yes,protokoli-[id]-route.test.ts
protokoli/[id]/log,GET,protokoli,yes,protokoli-[id]-log-route.test.ts
protokoli/[id]/verifikuj,POST,protokoli,yes,protokoli-[id]-verifikuj-route.test.ts
protokoli/export,GET,protokoli,yes,protokoli-export-route.test.ts
protokoli/status,GET,protokoli,yes,protokoli-status-route.test.ts
protokoli/verifikacija-sve,POST,protokoli,yes,protokoli-verifikacija-sve-route.test.ts
rast-pregled,GET,rast-pregled,yes,rast-pregled-route.test.ts
reklame-i-partnerstva,GET,reklame-i-partnerstva,yes,reklame-i-partnerstva-route.test.ts
reklame-i-partnerstva-pregled,GET,reklame-i-partnerstva-pregled,yes,reklame-i-partnerstva-pregled-route.test.ts
repair-pregled,GET,repair-pregled,yes,repair-pregled-route.test.ts
runtime-info,GET,runtime-info,yes,runtime-info-route.test.ts
sajt-funkcionalnost-analiza,GET,sajt-funkcionalnost-analiza,yes,sajt-funkcionalnost-analiza-route.test.ts
sajtovi,GET,sajtovi,yes,sajtovi-route.test.ts
sajtovi-pregled,GET,sajtovi-pregled,yes,sajtovi-pregled-route.test.ts
sajtovi-status,GET,sajtovi-status,yes,sajtovi-status-route.test.ts
security,GET,security,yes,security-route.test.ts
sekvence-pregled,GET,sekvence-pregled,yes,sekvence-pregled-route.test.ts
sekvence-status,GET,sekvence-status,yes,sekvence-status-route.test.ts
seo-audit-status,GET,seo-audit-status,yes,seo-audit-status-route.test.ts
seo-matricni-sekvencijalni-dizajn,GET,seo-matricni-sekvencijalni-dizajn,yes,seo-matricni-sekvencijalni-dizajn-route.test.ts
seo-matricni-sekvencijalni-dizajn-status,GET,seo-matricni-sekvencijalni-dizajn-status,yes,seo-matricni-sekvencijalni-dizajn-status-route.test.ts
seo-nominalni-protok,GET,seo-nominalni-protok,yes,seo-nominalni-protok-route.test.ts
sistem-pregled,GET,sistem-pregled,yes,sistem-pregled-route.test.ts
sitemap-status,GET,sitemap-status,yes,sitemap-status-route.test.ts
sla-monitor,GET,sla-monitor,yes,sla-monitor-route.test.ts
spaja-adaptivni-skaliranje,GET,spaja-adaptivni-skaliranje,yes,spaja-adaptivni-skaliranje-route.test.ts
spaja-adaptivni-skaliranje-metrike,GET,spaja-adaptivni-skaliranje-metrike,yes,spaja-adaptivni-skaliranje-metrike-route.test.ts
spaja-adaptivni-skaliranje-politike,GET,spaja-adaptivni-skaliranje-politike,yes,spaja-adaptivni-skaliranje-politike-route.test.ts
spaja-adaptivni-skaliranje-pregled,GET,spaja-adaptivni-skaliranje-pregled,yes,spaja-adaptivni-skaliranje-pregled-route.test.ts
spaja-adaptivni-skaliranje-status,GET,spaja-adaptivni-skaliranje-status,yes,spaja-adaptivni-skaliranje-status-route.test.ts
spaja-ai-iq-monitoring,GET,spaja-ai-iq-monitoring,yes,spaja-ai-iq-monitoring-route.test.ts
spaja-ai-iq-monitoring-greske,GET,spaja-ai-iq-monitoring-greske,yes,spaja-ai-iq-monitoring-greske-route.test.ts
spaja-ai-iq-monitoring-pregled,GET,spaja-ai-iq-monitoring-pregled,yes,spaja-ai-iq-monitoring-pregled-route.test.ts
spaja-ai-iq-monitoring-status,GET,spaja-ai-iq-monitoring-status,yes,spaja-ai-iq-monitoring-status-route.test.ts
spaja-antimaterijalski-transmutator,GET,spaja-antimaterijalski-transmutator,yes,spaja-antimaterijalski-transmutator-route.test.ts
spaja-autonomni-monitoring,GET,spaja-autonomni-monitoring,yes,spaja-autonomni-monitoring-route.test.ts
spaja-autonomni-monitoring-izvestaj,GET,spaja-autonomni-monitoring-izvestaj,yes,spaja-autonomni-monitoring-izvestaj-route.test.ts
spaja-autonomni-monitoring-metrike,GET,spaja-autonomni-monitoring-metrike,yes,spaja-autonomni-monitoring-metrike-route.test.ts
spaja-autonomni-monitoring-pregled,GET,spaja-autonomni-monitoring-pregled,yes,spaja-autonomni-monitoring-pregled-route.test.ts
spaja-autonomni-monitoring-status,GET,spaja-autonomni-monitoring-status,yes,spaja-autonomni-monitoring-status-route.test.ts
spaja-baza,GET,spaja-baza,yes,spaja-baza-route.test.ts
spaja-baza-knowledge/citations,POST,spaja-baza-knowledge,yes,spaja-baza-knowledge-citations-route.test.ts
spaja-baza-knowledge/crawl,GET|POST,spaja-baza-knowledge,yes,spaja-baza-knowledge-crawl-route.test.ts
spaja-baza-knowledge/health,GET,spaja-baza-knowledge,yes,spaja-baza-knowledge-health-route.test.ts
spaja-baza-knowledge/metrics,GET,spaja-baza-knowledge,yes,spaja-baza-knowledge-metrics-route.test.ts
spaja-baza-knowledge/search,GET,spaja-baza-knowledge,yes,spaja-baza-knowledge-search-route.test.ts
spaja-baza-knowledge/sources,GET|POST,spaja-baza-knowledge,yes,spaja-baza-knowledge-sources-route.test.ts
spaja-baza-kolekcije,GET,spaja-baza-kolekcije,yes,spaja-baza-kolekcije-route.test.ts
spaja-baza-pregled,GET,spaja-baza-pregled,yes,spaja-baza-pregled-route.test.ts
spaja-baza-status,GET,spaja-baza-status,yes,spaja-baza-status-route.test.ts
spaja-blog-faq,GET,spaja-blog-faq,yes,spaja-blog-faq-route.test.ts
spaja-blog-faq-clanci,GET,spaja-blog-faq-clanci,yes,spaja-blog-faq-clanci-route.test.ts
spaja-blog-faq-pregled,GET,spaja-blog-faq-pregled,yes,spaja-blog-faq-pregled-route.test.ts
spaja-blog-faq-status,GET,spaja-blog-faq-status,yes,spaja-blog-faq-status-route.test.ts
spaja-core-status,GET,spaja-core-status,yes,spaja-core-status-route.test.ts
spaja-digitalni-brouvzer,GET,spaja-digitalni-brouvzer,yes,spaja-digitalni-brouvzer-route.test.ts
spaja-digitalni-brouvzer-ekstremni,GET,spaja-digitalni-brouvzer-ekstremni,yes,spaja-digitalni-brouvzer-ekstremni-route.test.ts
spaja-digitalni-brouvzer-entiteti,GET,spaja-digitalni-brouvzer-entiteti,yes,spaja-digitalni-brouvzer-entiteti-route.test.ts
spaja-digitalni-brouvzer-moduli,GET,spaja-digitalni-brouvzer-moduli,yes,spaja-digitalni-brouvzer-moduli-route.test.ts
spaja-digitalni-brouvzer-pregled,GET,spaja-digitalni-brouvzer-pregled,yes,spaja-digitalni-brouvzer-pregled-route.test.ts
spaja-digitalni-brouvzer-status,GET,spaja-digitalni-brouvzer-status,yes,spaja-digitalni-brouvzer-status-route.test.ts
spaja-digitalni-kompjuter,GET,spaja-digitalni-kompjuter,yes,spaja-digitalni-kompjuter-route.test.ts
spaja-digitalni-kompjuter-aktivacija,GET,spaja-digitalni-kompjuter-aktivacija,yes,spaja-digitalni-kompjuter-aktivacija-route.test.ts
spaja-digitalni-kompjuter-komponente,GET,spaja-digitalni-kompjuter-komponente,yes,spaja-digitalni-kompjuter-komponente-route.test.ts
spaja-digitalni-kompjuter-konzole,GET,spaja-digitalni-kompjuter-konzole,yes,spaja-digitalni-kompjuter-konzole-route.test.ts
spaja-digitalni-kompjuter-pregled,GET,spaja-digitalni-kompjuter-pregled,yes,spaja-digitalni-kompjuter-pregled-route.test.ts
spaja-digitalni-kompjuter-status,GET,spaja-digitalni-kompjuter-status,yes,spaja-digitalni-kompjuter-status-route.test.ts
spaja-digitalni-televizor,GET,spaja-digitalni-televizor,yes,spaja-digitalni-televizor-route.test.ts
spaja-digitalni-televizor-kanali,GET,spaja-digitalni-televizor-kanali,yes,spaja-digitalni-televizor-kanali-route.test.ts
spaja-digitalni-televizor-pregled,GET,spaja-digitalni-televizor-pregled,yes,spaja-digitalni-televizor-pregled-route.test.ts
spaja-digitalni-televizor-status,GET,spaja-digitalni-televizor-status,yes,spaja-digitalni-televizor-status-route.test.ts
spaja-dimenzionalni-rezonator,GET,spaja-dimenzionalni-rezonator,yes,spaja-dimenzionalni-rezonator-route.test.ts
spaja-fotonski-akcelerator,GET,spaja-fotonski-akcelerator,yes,spaja-fotonski-akcelerator-route.test.ts
spaja-fotonski-kolajder,GET,spaja-fotonski-kolajder,yes,spaja-fotonski-kolajder-route.test.ts
spaja-fotonski-procesor,GET,spaja-fotonski-procesor,yes,spaja-fotonski-procesor-route.test.ts
spaja-fotonski-rezonator,GET,spaja-fotonski-rezonator,yes,spaja-fotonski-rezonator-route.test.ts
spaja-generator-engine,GET,spaja-generator-engine,yes,spaja-generator-engine-route.test.ts
spaja-generator-engine-moduli,GET,spaja-generator-engine-moduli,yes,spaja-generator-engine-moduli-route.test.ts
spaja-generator-engine-pregled,GET,spaja-generator-engine-pregled,yes,spaja-generator-engine-pregled-route.test.ts
spaja-generator-engine-status,GET,spaja-generator-engine-status,yes,spaja-generator-engine-status-route.test.ts
spaja-generator-repozitorijumi,GET,spaja-generator-repozitorijumi,yes,spaja-generator-repozitorijumi-route.test.ts
spaja-gravitacioni-harmonizer,GET,spaja-gravitacioni-harmonizer,yes,spaja-gravitacioni-harmonizer-route.test.ts
spaja-gravitonski-sintetizator,GET,spaja-gravitonski-sintetizator,yes,spaja-gravitonski-sintetizator-route.test.ts
spaja-hiperdimenzionalni-motor,GET,spaja-hiperdimenzionalni-motor,yes,spaja-hiperdimenzionalni-motor-route.test.ts
spaja-hiperprostorni-katalizator,GET,spaja-hiperprostorni-katalizator,yes,spaja-hiperprostorni-katalizator-route.test.ts
spaja-hiperprostorni-kompas,GET,spaja-hiperprostorni-kompas,yes,spaja-hiperprostorni-kompas-route.test.ts
spaja-hiperprostorni-rezonator,GET,spaja-hiperprostorni-rezonator,yes,spaja-hiperprostorni-rezonator-route.test.ts
spaja-kvantni-defragmentator,GET,spaja-kvantni-defragmentator,yes,spaja-kvantni-defragmentator-route.test.ts
spaja-kvantni-harmonizer,GET,spaja-kvantni-harmonizer,yes,spaja-kvantni-harmonizer-route.test.ts
spaja-kvantni-kompajler,GET,spaja-kvantni-kompajler,yes,spaja-kvantni-kompajler-route.test.ts
spaja-kvantni-orkestrator,GET,spaja-kvantni-orkestrator,yes,spaja-kvantni-orkestrator-route.test.ts
spaja-kvantni-orkestrator-metrike,GET,spaja-kvantni-orkestrator-metrike,yes,spaja-kvantni-orkestrator-metrike-route.test.ts
spaja-kvantni-orkestrator-partiture,GET,spaja-kvantni-orkestrator-partiture,yes,spaja-kvantni-orkestrator-partiture-route.test.ts
spaja-kvantni-orkestrator-pregled,GET,spaja-kvantni-orkestrator-pregled,yes,spaja-kvantni-orkestrator-pregled-route.test.ts
spaja-kvantni-orkestrator-status,GET,spaja-kvantni-orkestrator-status,yes,spaja-kvantni-orkestrator-status-route.test.ts
spaja-kvantni-registar,GET,spaja-kvantni-registar,yes,spaja-kvantni-registar-route.test.ts
spaja-kvarkni-destilator,GET,spaja-kvarkni-destilator,yes,spaja-kvarkni-destilator-route.test.ts
spaja-kvarkovni-transmutator,GET,spaja-kvarkovni-transmutator,yes,spaja-kvarkovni-transmutator-route.test.ts
spaja-metatronski-oscilator,GET,spaja-metatronski-oscilator,yes,spaja-metatronski-oscilator-route.test.ts
spaja-mobilna-integracija,GET,spaja-mobilna-integracija,yes,spaja-mobilna-integracija-route.test.ts
spaja-monitoring-live,GET,spaja-monitoring-live,yes,spaja-monitoring-live-route.test.ts
spaja-monitoring-live-pregled,GET,spaja-monitoring-live-pregled,yes,spaja-monitoring-live-pregled-route.test.ts
spaja-monitoring-live-status,GET,spaja-monitoring-live-status,yes,spaja-monitoring-live-status-route.test.ts
spaja-monitoring-live-streamovi,GET,spaja-monitoring-live-streamovi,yes,spaja-monitoring-live-streamovi-route.test.ts
spaja-neuronski-multipleksor,GET,spaja-neuronski-multipleksor,yes,spaja-neuronski-multipleksor-route.test.ts
spaja-neuronski-multipleksor-kanali,GET,spaja-neuronski-multipleksor-kanali,yes,spaja-neuronski-multipleksor-kanali-route.test.ts
spaja-neuronski-multipleksor-metrike,GET,spaja-neuronski-multipleksor-metrike,yes,spaja-neuronski-multipleksor-metrike-route.test.ts
spaja-neuronski-multipleksor-pregled,GET,spaja-neuronski-multipleksor-pregled,yes,spaja-neuronski-multipleksor-pregled-route.test.ts
spaja-neuronski-multipleksor-status,GET,spaja-neuronski-multipleksor-status,yes,spaja-neuronski-multipleksor-status-route.test.ts
spaja-neutronski-defragmentator,GET,spaja-neutronski-defragmentator,yes,spaja-neutronski-defragmentator-route.test.ts
spaja-neutronski-sintetizator,GET,spaja-neutronski-sintetizator,yes,spaja-neutronski-sintetizator-route.test.ts
spaja-platni-sistem,GET,spaja-platni-sistem,yes,spaja-platni-sistem-route.test.ts
spaja-platni-sistem-pregled,GET,spaja-platni-sistem-pregled,yes,spaja-platni-sistem-pregled-route.test.ts
spaja-platni-sistem-proizvodi,GET,spaja-platni-sistem-proizvodi,yes,spaja-platni-sistem-proizvodi-route.test.ts
spaja-platni-sistem-status,GET,spaja-platni-sistem-status,yes,spaja-platni-sistem-status-route.test.ts
spaja-plazmeni-rezonator,GET,spaja-plazmeni-rezonator,yes,spaja-plazmeni-rezonator-route.test.ts
spaja-plazmoidni-reactor,GET,spaja-plazmoidni-reactor,yes,spaja-plazmoidni-reactor-route.test.ts
spaja-pricing-login,GET,spaja-pricing-login,yes,spaja-pricing-login-route.test.ts
spaja-pricing-login-planovi,GET,spaja-pricing-login-planovi,yes,spaja-pricing-login-planovi-route.test.ts
spaja-pricing-login-pregled,GET,spaja-pricing-login-pregled,yes,spaja-pricing-login-pregled-route.test.ts
spaja-pricing-login-status,GET,spaja-pricing-login-status,yes,spaja-pricing-login-status-route.test.ts
spaja-pro,GET,spaja-pro,yes,spaja-pro-route.test.ts
spaja-pro-benchmark,GET,spaja-pro-benchmark,yes,spaja-pro-benchmark-route.test.ts
spaja-pro-biblioteke,GET,spaja-pro-biblioteke,yes,spaja-pro-biblioteke-route.test.ts
spaja-pro-evolucija,GET,spaja-pro-evolucija,yes,spaja-pro-evolucija-route.test.ts
spaja-pro-multifunkcionalni-endzin,GET,spaja-pro-multifunkcionalni-endzin,yes,spaja-pro-multifunkcionalni-endzin-route.test.ts
spaja-pro-multifunkcionalni-endzin-baza,GET|POST,spaja-pro-multifunkcionalni-endzin-baza,yes,spaja-pro-multifunkcionalni-endzin-baza-route.test.ts
spaja-pro-multifunkcionalni-endzin-sesija,GET|POST,spaja-pro-multifunkcionalni-endzin-sesija,yes,spaja-pro-multifunkcionalni-endzin-sesija-route.test.ts
spaja-pro-multifunkcionalni-endzin-smernice,GET|POST,spaja-pro-multifunkcionalni-endzin-smernice,yes,spaja-pro-multifunkcionalni-endzin-smernice-route.test.ts
spaja-pro-multifunkcionalni-endzin-status,GET,spaja-pro-multifunkcionalni-endzin-status,yes,spaja-pro-multifunkcionalni-endzin-status-route.test.ts
spaja-pro-planovi,GET,spaja-pro-planovi,yes,spaja-pro-planovi-route.test.ts
spaja-pro-planovi-finansije,GET,spaja-pro-planovi-finansije,yes,spaja-pro-planovi-finansije-route.test.ts
spaja-pro-planovi-pregled,GET,spaja-pro-planovi-pregled,yes,spaja-pro-planovi-pregled-route.test.ts
spaja-pro-planovi-status,GET,spaja-pro-planovi-status,yes,spaja-pro-planovi-status-route.test.ts
spaja-pro-planovi-valute,GET,spaja-pro-planovi-valute,yes,spaja-pro-planovi-valute-route.test.ts
spaja-pro-pregled,GET,spaja-pro-pregled,yes,spaja-pro-pregled-route.test.ts
spaja-pro-prompt-execute,GET|POST,spaja-pro-prompt-execute,yes,spaja-pro-prompt-execute-route.test.ts
spaja-pro-status,GET,spaja-pro-status,yes,spaja-pro-status-route.test.ts
